iter	RMSE
334	19761.4288
335	19738.48985
336	19732.3204
337	19711.62261
338	19689.57361
339	19659.63915
340	19634.62172
341	19610.51301
342	19589.90805
343	19548.47183
344	19536.1021
345	19517.67342
346	19498.94773
347	19490.94457
348	19462.7941
349	19450.64326
350	19445.16075
351	19422.44807
352	19398.13591
353	19384.24341
354	19362.52279
355	19339.57176
356	19329.35418
357	19313.74227
358	19289.27656
359	19257.91169
360	19252.68765
361	19252.58846
362	19232.57702
363	19197.50221
364	19162.97332
365	19154.85776
366	19149.99286
367	19133.11999
368	19104.42529
369	19099.76413
370	19082.84484
371	19073.14331
372	19065.52494
373	19057.69249
374	19043.15706
375	19032.85292
376	19000.44351
377	18967.06834
378	18937.76087
379	18909.30595
380	18893.91654
381	18887.09043
382	18881.38807
383	18873.84923
384	18843.31861
385	18835.60893
386	18802.16709
387	18770.9416
388	18755.54126
389	18728.48365
390	18698.97355
391	18694.14445
392	18668.48328
393	18651.59408
394	18641.24178
395	18619.42841
396	18611.4667
397	18588.52712
398	18581.24022
399	18541.30007
400	18525.7885
401	18497.64119
402	18474.72717
403	18468.10688
404	18437.03971
405	18429.33291
406	18418.74095
407	18413.21948
408	18395.60515
409	18378.53748
410	18358.19714
411	18329.18273
412	18305.12916
413	18282.85716
414	18277.20515
415	18256.83729
416	18250.00244
417	18236.47742
418	18219.14876
419	18207.17504
420	18195.33949
421	18188.8869
422	18171.05371
423	18164.46781
424	18157.26296
425	18151.93345
426	18131.68684
427	18126.61127
428	18119.48703
429	18112.9026
430	18107.9676
431	18100.13251
432	18087.37993
433	18081.44888
434	18060.41202
435	18049.4868
436	18029.54464
437	18006.91137
438	17994.2556
439	17974.56613
440	17962.04022
441	17949.44627
442	17930.93255
443	17926.71612
444	17907.58517
445	17891.41945
446	17879.53826
447	17875.15832
448	17869.56897
449	17852.16719
450	17847.66222
451	17842.25863
452	17822.46865
453	17798.57602
454	17777.89421
455	17760.16454
456	17747.31471
457	17740.48587
458	17729.44865
459	17715.56857
460	17710.38233
461	17697.34012
462	17687.06729
463	17674.83476
464	17668.10669
465	17653.20771
466	17648.21209
467	17623.63139
468	17616.66674
469	17611.77337
470	17589.65897
471	17584.83625
472	17575.99967
473	17564.09163
474	17559.90372
475	17550.72404
476	17530.53333
477	17511.23795
478	17509.40262
479	17494.92419
480	17488.7776
481	17483.45253
482	17470.35696
483	17466.27836
484	17447.5931
485	17443.21275
486	17439.63609
487	17429.31027
488	17409.47217
489	17405.25338
490	17396.07453
491	17391.92197
492	17382.74055
493	17361.55003
494	17357.46158
495	17339.72256
496	17327.00172
497	17309.67012
498	17305.69305
499	17294.13706
500	17289.48831
501	17272.46922
502	17268.64394
503	17264.87946
504	17242.48396
505	17238.82835
506	17218.62917
507	17208.22038
508	17198.93655
509	17186.99287
510	17166.22786
511	17163.63263
512	17158.34163
513	17143.7833
514	17133.84068
515	17112.46424
516	17107.49534
517	17098.8272
518	17083.09659
519	17079.75033
520	17071.93944
521	17054.63081
522	17047.62038
523	17044.33836
524	17032.11909
525	17012.69778
526	17002.33847
527	16994.1857
528	16988.11676
529	16984.98791
530	16981.69696
531	16972.41146
532	16965.05424
533	16943.89479
534	16918.43094
535	16907.65947
536	16890.35229
537	16882.64206
538	16867.18282
539	16852.13615
540	16849.00404
541	16838.48473
542	16827.23783
543	16822.76295
544	16810.17325
545	16807.12733
546	16804.13003
547	16801.18057
548	16790.50975
549	16787.60841
550	16771.6014
551	16769.02487
552	16758.94847
553	16748.89003
554	16746.16818
555	16734.72466
556	16728.36191
557	16722.74553
558	16720.28358
559	16717.89831
560	16715.48107
561	16706.44428
562	16699.82337
563	16688.14893
564	16670.78824
565	16659.82796
566	16657.77428
567	16640.57873
568	16624.54718
569	16620.61122
570	16617.23294
571	16613.92468
572	16611.76051
573	16605.59243
574	16588.1421
575	16585.87841
576	16583.35521
577	16561.46163
578	16558.99629
579	16556.61932
580	16554.32884
581	16545.17698
582	16538.40071
583	16530.04371
584	16510.92078
585	16498.63748
586	16485.82738
587	16478.97401
588	16476.14313
589	16462.20577
590	16453.64007
591	16451.8098
592	16446.26069
593	16443.90121
594	16439.15262
595	16422.68028
596	16412.38874
597	16401.72767
598	16393.36974
599	16383.18424
600	16381.01886
601	16379.26456
602	16377.53894
603	16375.2786
604	16373.0443
605	16368.11902
606	16366.60162
607	16364.62261
608	16344.16696
609	16328.06074
610	16307.03891
611	16301.69135
612	16296.86855
613	16290.63834
614	16281.16832
615	16269.296
616	16261.52352
617	16240.98437
618	16231.30897
619	16223.79655
620	16216.00379
621	16214.3765
622	16201.21078
623	16186.6919
624	16184.8202
625	16173.85418
626	16172.13961
627	16166.36773
628	16150.21251
629	16144.2126
630	16132.39841
631	16122.57235
632	16120.64935
633	16113.36005
634	16099.95227
635	16094.65857
636	16081.15492
637	16075.88691
638	16066.03068
639	16064.75209
640	16054.83962
641	16036.66088
642	16030.30969
643	16016.87459
644	16015.42922
645	16008.44266
646	16006.92232
647	15997.42886
648	15994.01309
649	15988.47715
650	15980.4421
651	15970.62827
652	15958.05706
653	15952.22492
654	15945.82271
655	15933.14139
656	15916.97292
657	15907.62437
658	15905.23442
659	15902.24153
660	15898.81395
661	15884.39939
662	15869.29509
663	15863.81956
664	15862.47732
665	15860.41898
666	15856.31259
667	15841.60441
668	15813.48838
669	15805.95157
670	15800.03914
671	15786.33262
672	15773.62698
673	15772.07127
674	15763.15107
675	15759.49647
676	15744.89158
677	15737.70168
678	15732.14322
679	15730.40155
680	15728.28729
681	15726.77143
682	15722.65541
683	15721.3756
684	15719.28557
685	15713.01838
686	15710.95465
687	15707.67865
688	15706.34868
689	15704.67009
690	15703.18657
691	15699.58791
692	15692.22864
693	15682.749
694	15660.75469
695	15641.62603
696	15623.59268
697	15617.98498
698	15611.82727
699	15607.38689
700	15603.40209
701	15602.23587
702	15596.57029
703	15593.24132
704	15584.49694
705	15581.80351
706	15573.33246
707	15572.27833
708	15563.12768
709	15562.42323
710	15555.93977
711	15538.54151
712	15530.92524
713	15520.28133
714	15513.78066
715	15510.65139
716	15508.64097
717	15507.34893
718	15505.8927
719	15505.6061
720	15504.11692
721	15496.00199
722	15487.46378
723	15486.12339
724	15482.23029
725	15470.85065
726	15469.37027
727	15451.18947
728	15450.28216
729	15446.64783
730	15442.96695
731	15430.88223
732	15430.6521
733	15425.87295
734	15424.25415
735	15422.34976
736	15419.00598
737	15406.35907
738	15405.39767
739	15404.86807
740	15396.17643
741	15387.90302
742	15384.994
743	15384.35133
744	15383.75913
745	15374.62813
746	15362.22081
747	15361.17557
748	15357.30423
749	15344.76473
750	15335.29812
751	15333.82444
752	15327.00359
753	15325.85543
754	15312.76473
755	15311.57191
756	15305.14394
757	15298.2442
758	15292.37812
759	15284.53248
760	15278.36053
761	15277.76948
762	15269.39112
763	15267.45485
764	15262.22637
765	15255.34539
766	15238.30523
767	15236.92912
768	15229.3874
769	15222.21135
770	15205.20629
771	15201.43019
772	15194.13962
773	15193.58796
774	15190.92798
775	15183.05208
776	15182.1561
777	15181.06768
778	15172.04518
779	15168.58714
780	15167.36737
781	15165.64461
782	15158.65984
783	15149.1432
784	15142.29209
785	15132.89805
786	15116.43416
787	15111.21192
788	15088.84261
789	15079.79213
790	15078.90214
791	15073.21959
792	15071.61356
793	15065.4554
794	15063.80468
795	15058.61789
796	15053.00148
797	15050.15921
798	15049.07011
799	15044.92968
800	15037.94893
801	15021.71322
802	15020.8221
803	15014.76729
804	15002.01632
805	14994.52877
806	14987.79001
807	14982.44002
808	14982.43003
809	14975.49329
810	14972.23159
811	14971.36484
812	14961.5772
813	14956.52496
814	14955.21975
815	14946.16189
816	14936.0759
817	14933.5821
818	14926.98642
819	14924.31372
820	14916.0217
821	14914.75102
822	14906.97811
823	14905.72549
824	14900.95964
825	14887.00427
826	14880.67638
827	14874.63721
828	14872.98399
829	14871.62119
830	14870.98433
831	14858.6904
832	14857.31373
833	14853.82284
834	14848.24819
835	14839.60036
836	14825.56652
837	14824.53036
838	14812.26692
839	14808.47419
840	14807.3088
841	14803.00082
842	14801.25677
843	14797.37507
844	14792.74597
845	14781.5407
846	14775.82885
847	14765.97027
848	14751.04009
849	14750.52865
850	14743.23081
851	14726.73611
852	14725.97364
853	14724.29477
854	14709.62798
855	14695.06885
856	14693.88907
857	14685.76678
858	14677.58284
859	14665.86712
860	14658.46286
861	14652.05222
862	14647.5436
863	14633.56052
864	14626.96739
865	14625.96341
866	14621.63942
867	14617.34376
868	14604.26326
869	14603.43491
870	14590.34784
871	14587.01881
872	14568.92334
873	14552.32521
874	14551.96326
875	14537.20462
876	14520.59265
877	14508.36478
878	14502.5992
879	14501.81389
880	14495.18846
881	14493.99608
882	14492.9862
883	14490.52345
884	14477.01393
885	14472.94215
886	14464.48168
887	14461.86873
888	14459.98549
889	14440.7141
890	14439.41066
891	14438.6
892	14438.35039
893	14430.06185
894	14413.85013
895	14411.21727
896	14404.71785
897	14401.89552
898	14398.46682
899	14397.70669
900	14394.33912
901	14391.05973
902	14372.44372
903	14361.99152
904	14360.02146
905	14355.22021
906	14349.23333
907	14343.65058
908	14336.91934
909	14331.5259
910	14319.86548
911	14317.8076
912	14308.43183
913	14308.35594
914	14302.60262
915	14294.08865
916	14276.19167
917	14268.69273
918	14263.92598
919	14252.77668
920	14243.15715
921	14239.02719
922	14233.50102
923	14223.16754
924	14210.21223
925	14205.51197
926	14196.81648
927	14196.21372
928	14183.88929
929	14181.20663
930	14173.41925
931	14155.93542
932	14152.91797
933	14144.19962
934	14135.32667
935	14134.71721
936	14117.82468
937	14114.11243
938	14105.31073
939	14098.2348
940	14093.8361
941	14091.72903
942	14084.00232
943	14077.1481
944	14072.4452
945	14065.89621
946	14064.95196
947	14064.03235
948	14064.03234
949	14060.67084
950	14056.30032
951	14055.37969
952	14054.47252
953	14052.62889
954	14045.62311
955	14043.04738
956	14032.87922
957	14016.06475
958	14014.05303
959	14004.73665
960	13991.45332
961	13991.35306
962	13989.88793
963	13978.49549
964	13973.15767
965	13955.88162
966	13953.84761
967	13946.77068
968	13941.11212
969	13938.35906
970	13935.11592
971	13934.6974
972	13934.30189
973	13930.88323
974	13921.07578
975	13911.22735
976	13911.2199
977	13908.1927
978	13898.09289
979	13897.65574
980	13895.1608
981	13889.70764
982	13878.11835
983	13877.39574
984	13873.22041
985	13868.92393
986	13858.36634
987	13856.17341
988	13842.78788
989	13840.22818
990	13836.07845
991	13827.00499
992	13818.69239
993	13813.58728
994	13802.97881
995	13800.75921
996	13791.09074
997	13790.88647
998	13784.20055
999	13780.53253
1000	13770.72352
1001	13769.05749
1002	13754.70262
1003	13740.19481
1004	13735.68214
1005	13729.90601
1006	13723.99345
1007	13715.32979
1008	13712.38951
1009	13705.16806
1010	13701.96745
1011	13701.23036
1012	13700.96051
1013	13700.83943
1014	13694.63958
1015	13682.42153
1016	13682.23107
1017	13676.80049
1018	13671.57247
1019	13664.15807
1020	13658.71776
1021	13646.88296
1022	13641.84875
1023	13639.14197
1024	13636.18522
1025	13635.54935
1026	13627.75291
1027	13621.71951
1028	13618.27138
1029	13607.76295
1030	13607.50523
1031	13600.94244
1032	13593.62591
1033	13593.09169
1034	13587.23521
1035	13587.04551
1036	13585.48442
1037	13584.46434
1038	13582.03116
1039	13577.92912
1040	13572.74725
1041	13571.13053
1042	13569.7568
1043	13563.93739
1044	13556.57147
1045	13551.24004
1046	13545.21157
1047	13543.38146
1048	13543.30964
1049	13535.12579
1050	13528.16635
1051	13527.92065
1052	13521.232
1053	13518.47028
1054	13517.26701
1055	13515.694
1056	13504.43651
1057	13495.75867
1058	13493.14416
1059	13489.91683
1060	13482.6177
1061	13477.75536
1062	13466.89313
1063	13457.8001
1064	13457.23137
1065	13457.17269
1066	13455.6325
1067	13450.61496
1068	13446.77251
1069	13446.58461
1070	13440.31116
1071	13438.21732
1072	13430.02208
1073	13422.9366
1074	13415.34103
1075	13406.63298
1076	13405.39009
1077	13392.15711
1078	13389.49772
1079	13386.22044
1080	13382.76085
1081	13373.67111
1082	13368.52737
1083	13358.54212
1084	13357.97948
1085	13353.00424
1086	13345.13439
1087	13335.35558
1088	13329.11042
1089	13315.70096
1090	13315.14234
1091	13310.09502
1092	13294.02531
1093	13293.78104
1094	13291.61459
1095	13277.7431
1096	13277.05258
1097	13271.98788
1098	13270.46276
1099	13269.29462
1100	13268.1536
1101	13258.06697
1102	13255.61989
1103	13253.26593
1104	13252.37062
1105	13247.69479
1106	13242.87664
1107	13228.42044
1108	13220.68636
1109	13210.13681
1110	13196.96186
1111	13186.20101
1112	13179.62821
1113	13176.76735
1114	13172.96993
1115	13165.96502
1116	13164.61471
1117	13164.05326
1118	13158.88976
1119	13156.59235
1120	13150.39672
1121	13150.29145
1122	13141.1133
1123	13134.25581
1124	13133.13777
1125	13129.16372
1126	13124.27253
1127	13119.76059
1128	13115.91276
1129	13114.44067
1130	13105.86246
1131	13095.27737
1132	13087.19747
1133	13079.90055
1134	13070.91636
1135	13061.76566
1136	13053.91327
1137	13047.72958
1138	13046.22953
1139	13045.15497
1140	13034.06838
1141	13031.47857
1142	13030.94844
1143	13028.91294
1144	13028.36169
1145	13028.29889
1146	13024.25548
1147	13014.32334
1148	13005.81723
1149	13003.29433
1150	13002.93778
1151	12996.84802
1152	12987.70934
1153	12983.64439
1154	12983.1177
1155	12982.9708
1156	12975.87738
1157	12972.33103
1158	12967.65594
1159	12965.6066
1160	12962.43984
1161	12954.50023
1162	12949.0017
1163	12935.74035
1164	12930.34099
1165	12918.57902
1166	12909.92338
1167	12909.41262
1168	12897.33869
1169	12888.90841
1170	12882.83451
1171	12877.8222
1172	12876.14017
1173	12871.26691
1174	12866.72092
1175	12864.09123
1176	12857.07743
1177	12847.95615
1178	12839.89111
1179	12827.72158
1180	12822.62719
1181	12821.23058
1182	12812.7828
1183	12809.66837
1184	12806.10004
1185	12791.62874
1186	12790.23979
1187	12782.56187
1188	12777.26559
1189	12767.89139
1190	12764.05855
1191	12763.97387
1192	12762.01998
1193	12751.48295
1194	12749.22403
1195	12737.5361
1196	12735.94596
1197	12720.67855
1198	12719.71421
1199	12719.61117
1200	12715.95085
1201	12709.99984
1202	12705.65034
1203	12703.74111
1204	12701.71872
1205	12688.3599
1206	12686.80459
1207	12675.48032
1208	12674.85267
1209	12669.44757
1210	12665.15638
1211	12660.38799
1212	12655.62293
1213	12652.17447
1214	12651.04301
1215	12647.67173
1216	12637.39146
1217	12622.95706
1218	12615.11365
1219	12606.59671
1220	12601.5705
1221	12599.46681
1222	12592.82632
1223	12578.45431
1224	12571.95193
1225	12565.16945
1226	12558.59704
1227	12552.31853
1228	12551.69878
1229	12551.52731
1230	12543.24111
1231	12537.64772
1232	12534.2159
1233	12529.13884
1234	12524.47407
1235	12523.08691
1236	12517.46968
1237	12516.19972
1238	12511.98979
1239	12507.9641
1240	12504.88086
1241	12502.78516
1242	12493.73914
1243	12491.06681
1244	12489.77196
1245	12485.39114
1246	12482.01103
1247	12472.40501
1248	12470.69178
1249	12461.08495
1250	12460.60582
1251	12452.66755
1252	12446.11306
1253	12440.1791
1254	12439.21798
1255	12436.02427
1256	12435.94166
1257	12422.32448
1258	12420.98817
1259	12416.93477
1260	12414.01508
1261	12404.09033
1262	12402.13239
1263	12399.5187
1264	12395.57733
1265	12393.64329
1266	12384.11142
1267	12378.56539
1268	12376.95864
1269	12376.28058
1270	12366.82095
1271	12361.62856
1272	12361.15107
1273	12360.04278
1274	12357.22237
1275	12356.82467
1276	12353.85833
1277	12352.15292
1278	12344.83606
1279	12344.16482
1280	12342.65749
1281	12337.11748
1282	12330.15419
1283	12322.83467
1284	12319.22431
1285	12318.7748
1286	12318.32812
1287	12310.01066
1288	12300.99714
1289	12297.16169
1290	12297.09635
1291	12296.14269
1292	12289.05113
1293	12288.59991
1294	12276.61465
1295	12274.44993
1296	12265.33974
1297	12260.41903
1298	12258.22818
1299	12252.813
1300	12245.54343
1301	12245.00767
1302	12244.23756
1303	12240.49298
1304	12233.84482
1305	12233.31976
1306	12230.08767
1307	12225.50714
1308	12217.60309
1309	12212.0961
1310	12206.5622
1311	12202.13332
1312	12201.59115
1313	12195.72875
1314	12189.41722
1315	12188.03482
1316	12187.5813
1317	12186.72163
1318	12180.48892
1319	12179.05
1320	12178.21432
1321	12174.00027
1322	12167.76784
1323	12156.40407
1324	12153.64206
1325	12153.56927
1326	12149.49869
1327	12141.67851
1328	12138.09263
1329	12126.40748
1330	12116.488
1331	12116.25486
1332	12111.33394
1333	12103.66017
1334	12100.85872
1335	12094.38245
1336	12093.96273
1337	12092.01294
1338	12086.68377
1339	12079.50861
1340	12077.5123
1341	12074.25548
1342	12071.44372
1343	12067.20552
1344	12062.07405
1345	12057.12891
1346	12049.08238
1347	12046.70766
1348	12038.21965
1349	12033.41896
1350	12031.11116
1351	12029.19121
1352	12029.12335
1353	12027.88985
1354	12019.81739
1355	12013.28985
1356	12005.35532
1357	12004.75707
1358	11998.25547
1359	11992.10303
1360	11990.30041
1361	11986.69048
1362	11986.62068
1363	11978.77951
1364	11976.19893
1365	11975.51156
1366	11973.03415
1367	11968.94467
1368	11959.95183
1369	11959.44053
1370	11952.48427
1371	11939.19667
1372	11938.64057
1373	11938.25454
1374	11934.1148
1375	11924.8509
1376	11921.39058
1377	11917.54148
1378	11906.0733
1379	11903.13758
1380	11900.63019
1381	11886.009
1382	11884.09934
1383	11878.26016
1384	11877.86098
1385	11877.35249
1386	11876.91394
1387	11875.83387
1388	11867.71424
1389	11865.68145
1390	11858.10854
1391	11848.01227
1392	11842.94175
1393	11831.23584
1394	11827.11779
1395	11824.55265
1396	11817.11875
1397	11812.77349
1398	11812.27524
1399	11806.94362
1400	11801.67473
1401	11794.42559
1402	11791.5313
1403	11791.17184
1404	11786.52354
1405	11784.94357
1406	11780.93417
1407	11772.02705
1408	11771.98741
1409	11770.64722
1410	11770.03831
1411	11766.84316
1412	11764.74439
1413	11764.27537
1414	11762.37833
1415	11759.93898
1416	11759.50796
1417	11750.04931
1418	11749.66481
1419	11745.65605
1420	11738.05926
1421	11735.04844
1422	11734.59746
1423	11727.0627
1424	11724.65394
1425	11714.31196
1426	11710.65402
1427	11709.57564
1428	11704.11596
1429	11703.60604
1430	11701.86899
1431	11699.46502
1432	11699.15098
1433	11698.64716
1434	11693.80802
1435	11693.45308
1436	11691.28132
1437	11690.80941
1438	11690.47118
1439	11676.10564
1440	11670.44168
1441	11661.72927
1442	11656.60016
1443	11656.32134
1444	11653.63592
1445	11649.31337
1446	11647.10526
1447	11639.71586
1448	11639.5466
1449	11636.13869
1450	11635.46419
1451	11628.41489
1452	11624.32758
1453	11614.73943
1454	11613.43738
1455	11598.69991
1456	11594.37665
1457	11585.03672
1458	11582.25722
1459	11575.07978
1460	11572.58344
1461	11570.37484
1462	11563.35539
1463	11563.20761
1464	11559.44226
1465	11555.20823
1466	11553.16364
1467	11550.4192
1468	11544.05196
1469	11540.54595
1470	11535.51009
1471	11532.59117
1472	11532.19332
1473	11529.387
1474	11515.0224
1475	11507.53588
1476	11502.63756
1477	11497.4896
1478	11497.19676
1479	11496.75872
1480	11495.54506
1481	11493.88925
1482	11491.06911
1483	11488.79728
1484	11486.47481
1485	11478.6584
1486	11467.37413
1487	11467.15272
1488	11462.05404
1489	11461.77208
1490	11457.86662
1491	11453.18496
1492	11452.33323
1493	11452.05827
1494	11451.48055
1495	11437.64028
1496	11437.4931
1497	11436.55544
1498	11431.18931
1499	11426.66112
1500	11424.7377
1501	11424.27089
1502	11422.59785
1503	11421.23797
1504	11417.5379
1505	11416.24624
1506	11416.10085
1507	11415.0673
1508	11414.60797
1509	11414.44119
1510	11414.17508
1511	11411.18613
1512	11410.81437
1513	11406.22561
1514	11402.2654
1515	11398.99577
1516	11391.6199
1517	11384.18982
1518	11380.63019
1519	11380.30495
1520	11378.84359
1521	11377.21091
1522	11376.00088
1523	11374.7327
1524	11373.83706
1525	11371.28128
1526	11370.73229
1527	11369.9439
1528	11357.08396
1529	11355.11051
1530	11350.91759
1531	11343.28054
1532	11337.44765
1533	11335.80095
1534	11335.52799
1535	11335.2305
1536	11323.97447
1537	11321.95418
1538	11318.03688
1539	11314.8297
1540	11306.8912
1541	11305.43984
1542	11302.0804
1543	11300.79958
1544	11299.9497
1545	11294.30083
1546	11291.68418
1547	11291.19474
1548	11287.75646
1549	11284.68046
1550	11277.18484
1551	11276.98398
1552	11276.58122
1553	11275.4007
1554	11275.0163
1555	11274.58763
1556	11272.65672
1557	11271.0574
1558	11266.96997
1559	11266.72331
1560	11260.82701
1561	11260.63395
1562	11254.63213
1563	11254.59263
1564	11254.50352
1565	11250.11048
1566	11242.2113
1567	11234.96254
1568	11233.6894
1569	11222.13542
1570	11220.56127
1571	11217.7379
1572	11215.83338
1573	11213.55975
1574	11212.9556
1575	11211.9919
1576	11211.74346
1577	11210.12979
1578	11209.78218
1579	11201.47949
1580	11201.15622
1581	11198.91877
1582	11195.55653
1583	11195.08534
1584	11193.34856
1585	11186.76495
1586	11181.5432
1587	11172.69629
1588	11164.79813
1589	11163.20417
1590	11161.39789
1591	11155.48775
1592	11146.323
1593	11142.43791
1594	11135.05903
1595	11133.22538
1596	11126.92107
1597	11120.33332
1598	11117.78481
1599	11117.32237
1600	11111.12207
1601	11110.6821
1602	11109.46802
1603	11102.92954
1604	11102.77087
1605	11101.09217
1606	11100.56274
1607	11100.31042
1608	11095.13475
1609	11093.36299
1610	11093.05123
1611	11090.76892
1612	11090.14048
1613	11083.7604
1614	11082.98657
1615	11082.89361
1616	11082.25756
1617	11082.17435
1618	11082.13942
1619	11081.6382
1620	11077.15809
1621	11076.89543
1622	11071.01425
1623	11057.9005
1624	11056.61655
1625	11049.48592
1626	11047.67198
1627	11042.4938
1628	11037.74771
1629	11029.24648
1630	11026.43144
1631	11026.13317
1632	11024.70927
1633	11024.29319
1634	11021.71022
1635	11021.06539
1636	11020.80079
1637	11018.3038
1638	11012.70739
1639	11009.0868
1640	11008.05908
1641	11005.11476
1642	11004.90525
1643	10996.81788
1644	10990.03661
1645	10985.97582
1646	10980.38829
1647	10974.91738
1648	10974.44129
1649	10974.28865
1650	10974.20852
1651	10968.77122
1652	10962.41379
1653	10955.62658
1654	10949.4379
1655	10943.14136
1656	10931.08805
1657	10928.90307
1658	10928.79528
1659	10928.68902
1660	10928.07063
1661	10927.65875
1662	10927.25408
1663	10924.01638
1664	10923.89928
1665	10923.50236
